,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,Consensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,ScaledConsensus,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Derived,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted,Fitted
CERASE16d4,-1.8436687116968837e-07,-5.055444198653597e-08,-2.3660863611368984e-08,-1.350091752925087e-08,-4.024473839232437e-09,-2.9867705294173833e-09,-2.409191376560563e-09,-1.7089680600934902e-09,-1.3749774972585108e-09,-1.1343524192908239e-09,-9.373966204369713e-10,-8.739775394803318e-10,-2.0323798247150875e-07,-5.235269327494687e-08,-2.4783156766494243e-08,-1.4525415346190104e-08,-4.37057624939846e-09,-3.289792940964363e-09,-2.688235730820046e-09,-1.95893900474711e-09,-1.6110895128547036e-09,-1.3604745557266036e-09,-1.1553424410145225e-09,-1.0892904187075833e-09,-5.71221138000721e-07,-1.359852056544319e-07,2.7922122710047075e-07,1.8320367113799594e-07,8.779041299497501e-08,8.227808695723549e-08,8.2651161998694e-08,-1.4160030915709937e-08,-1.506094452951398e-08,-1.5996504140020755e-08,-1.7238350960946174e-08,-1.801721138666765e-08,-5.70745197512304e-07,0.0,4.4345549350563524e-07,0.0,-6.492239379510773e-09,-4.9987713486404316e-09,-4.172737008123907e-09,-4.638668728964007e-09,-5.384048181827165e-09,-5.900502779728977e-09,-6.481727148094238e-09,-7.513837813378928e-09,-2.8787989206077746e-07,-6.971219600730874e-08,0.0,0.0,-6.634545020548846e-09,-5.425605220475798e-09,-4.80011976690248e-09,-4.070433902714715e-09,-3.7149491292535716e-09,-3.4567511649442557e-09,-3.3000540810550866e-09,-3.448859178513961e-09
CERASE18d4,-6.363931084184079e-07,-1.74502600581417e-07,-8.167199695895644e-08,-4.660214071232293e-08,-1.3891581497526499e-08,-1.0309662301525919e-08,-8.315988545974038e-09,-5.89897463167168e-09,-4.746114081853384e-09,-3.915530255378737e-09,-3.2356829907458634e-09,-3.0167745403991184e-09,-7.015319541583342e-07,-1.8070976090197122e-07,-8.554590133784841e-08,-5.013847750728734e-08,-1.508624942913085e-08,-1.1355627735453235e-08,-9.279187101480013e-09,-6.761818294815415e-09,-5.561119828747573e-09,-4.696053178914882e-09,-3.987983104883462e-09,-3.759986331241051e-09,0.0,0.0,-2.7922122710047075e-07,-1.8320367113799594e-07,-8.779041299497501e-08,-8.227808695723549e-08,-8.2651161998694e-08,-8.840511838559884e-08,-9.402977820692874e-08,-9.98707427189208e-08,1.7238350960946174e-08,1.801721138666765e-08,5.70745197512304e-07,0.0,-4.4345549350563524e-07,-6.746870199337698e-08,-2.240975492565897e-08,-1.7254638084660283e-08,-1.4403352719309421e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2900962096834215e-08,-1.872797292378963e-08,-1.6568937357667455e-08,-1.4050225333466385e-08,-1.2823171587079733e-08,-1.1931930096395234e-08,-1.1391046890732182e-08,-1.1904688728441722e-08
CERASE124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERASE126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8951023723334976e-07,-8.57793336636689e-08,-6.7330240079117e-08,-5.788993028722963e-08,-4.7238090619641604e-08,-4.2298333152165376e-08,-3.879588235567159e-08,-3.650837344397248e-08,-3.774375032601175e-08
PYDXNDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSERDHr2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCCERS16d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLCCERS16d8,7.723039153603204e-07,2.117701148658263e-07,9.911421445693607e-08,5.655469121239551e-08,1.685832646388911e-08,1.2511437437308445e-08,1.0091986272618091e-08,7.158784632306155e-09,5.759714301859175e-09,4.751747476423998e-09,3.926709151248155e-09,3.661049685311423e-09,8.513540888168216e-07,2.1930290262769732e-07,1.0381544625843245e-07,6.084626306736309e-08,1.8308132737603262e-08,1.378078367828395e-08,1.1260889590153062e-08,8.205900841728755e-09,6.748776127075726e-09,5.698962180513986e-09,4.839673663259326e-09,4.562984933220806e-09,1.1656943081888637e-07,2.7028559624921045e-08,2.5581206118307363e-09,1.6784445853959886e-09,8.043054256372692e-10,7.538043336166086e-10,7.572232415564884e-10,8.09941117732457e-10,8.614741340503461e-10,9.149890761527742e-10,9.86024264601688e-10,1.0305771785363612e-09,1.1647230536580422e-07,2.699806580341222e-08,1.2091084216053532e-08,6.5865581221060316e-09,1.5682969270921227e-09,1.0524513619971067e-09,7.593544017153312e-10,4.163088937714245e-10,4.149616946069784e-10,4.130392176845643e-10,4.1728653016122517e-10,4.571691947204514e-10,1.1647227721029428e-07,2.6998058204217946e-08,9.919357927732487e-09,5.042839389085906e-09,1.189322550992144e-09,8.68260151998918e-10,7.06033276585372e-10,5.301513750628821e-10,4.5370521723463433e-10,4.0134309001898167e-10,3.63571127102759e-10,3.647555899345705e-10
GLCCERS16m9,7.500296752647538e-07,2.0566239187003335e-07,9.62556327952501e-08,5.4923581042498454e-08,1.637211060534213e-08,1.2150591459609045e-08,9.800920384168488e-09,6.952316058832659e-09,5.593596719531983e-09,4.61470095618981e-09,3.813457799441201e-09,3.5554602948259697e-09,8.267999398561745e-07,2.129779243262407e-07,1.0082127501367077e-07,5.9091378435128466e-08,1.7780102597928754e-08,1.338332811933867e-08,1.0936111023798502e-08,7.969232087480884e-09,6.5541327272224706e-09,5.534596767650452e-09,4.700091238496745e-09,4.431382567968528e-09,1.1320741822485203e-07,2.624902113683511e-08,2.484341117038519e-09,1.6300360807404458e-09,7.811082207487597e-10,7.320636452967502e-10,7.353839475261023e-10,7.865813722218734e-10,8.366281099446607e-10,8.885996121584877e-10,9.575860542379017e-10,1.0008540047246362e-09,1.1311309399499083e-07,2.6219406796432372e-08,1.1742361766914527e-08,6.3965932985472305e-09,1.523065222836303e-09,1.0220973085477046e-09,7.374536422797903e-10,4.0430200882709765e-10,4.0299366462253015e-10,4.0112663441182675e-10,4.052514489236523e-10,4.4398384604492476e-10,1.1311306665152209e-07,2.621939941640866e-08,9.633270863195083e-09,4.89739740299488e-09,1.1550209560824364e-09,8.432184103912582e-10,6.856703671071971e-10,5.148611262627888e-10,4.406197741334162e-10,3.897678381395339e-10,3.5308526730606955e-10,3.5423556870353467e-10
GLCCERS18,2.8774149924623845e-07,7.890035144857653e-08,3.6927525676399353e-08,2.1070891025161354e-08,6.2809990147969375e-09,4.661454764549562e-09,3.760026594065334e-09,2.6671875953388925e-09,2.1459283003553578e-09,1.7703845801013006e-09,1.4629955329915962e-09,1.3640173308910327e-09,3.1719365528695546e-07,8.17068834381149e-08,3.8679089354845213e-08,2.2669825453837925e-08,6.821161278017474e-09,5.13438204508842e-09,4.195531304545136e-09,3.0573174159856325e-09,2.5144284811452653e-09,2.123293549798515e-09,1.8031437210558022e-09,1.700056285627384e-09,4.343091122936751e-08,1.0070178480595477e-08,9.530930058246072e-10,6.253472911350546e-10,2.9966447718548284e-10,2.8084900876355e-10,2.8212281001826323e-10,3.0176419785309454e-10,3.209641359617498e-10,3.4090249101391096e-10,3.673684601965135e-10,3.8396778333392174e-10,4.339472466740791e-08,1.0058817230517387e-08,4.504841462854149e-09,2.4539900306514122e-09,5.843089748602628e-10,3.9211756765923574e-10,2.8291682802988133e-10,1.55106484456245e-10,1.5460455108564937e-10,1.5388828333027533e-10,1.5547072779999095e-10,1.7033003055110086e-10,4.339471417735538e-08,1.005881439924396e-08,3.6957095062170784e-09,1.8788382881583346e-09,4.4311241611429344e-10,3.2349243983228365e-10,2.63050684428586e-10,1.9752140116611677e-10,1.6903943748883574e-10,1.4953059299239847e-10,1.3545768591161992e-10,1.3589898771554497e-10
GLCCERS18d4,4.457453193393517e-07,1.2222589527253459e-07,5.7205066937364686e-08,3.26412807098697e-08,9.73000390612726e-09,7.221139974779811e-09,5.824722048389123e-09,4.131786306586551e-09,3.324294542243565e-09,2.7425332879613634e-09,2.2663516133532108e-09,2.1130227733404774e-09,4.91370162241721e-07,1.265735423835352e-07,5.991844444195579e-08,3.5118217611151374e-08,1.0566778584597464e-08,7.953759781934168e-09,6.499369906814602e-09,4.736143140562623e-09,3.895144528057536e-09,3.289230659760307e-09,2.793281038231306e-09,2.6335865139958843e-09,6.727957366541224e-08,1.5599887170936048e-08,1.4764528139120896e-09,9.687362744518592e-10,4.6421541010806805e-10,4.3506804345353927e-10,4.370413109472598e-10,4.674681236094566e-10,4.972110788868754e-10,5.280979285874166e-10,5.690968179232545e-10,5.948111156942872e-10,6.722351643814842e-08,1.5582287262485514e-08,6.978527607916206e-09,3.801518281977879e-09,9.051631108971569e-10,6.074360871570415e-10,4.3827133794398096e-10,2.402781302893936e-10,2.3950057664784617e-10,2.3839099391407975e-10,2.4084238593552245e-10,2.63861188114924e-10,6.722350018782713e-08,1.5582282876511015e-08,5.7250873382864845e-09,2.910540797681223e-09,6.864330864387109e-10,5.011277180199523e-10,4.0749635224745196e-10,3.059838093211642e-10,2.618619081425061e-10,2.3164042065187304e-10,2.0983983756883812e-10,2.1052346580470574e-10
GLCCERS18d8,2.9361616724805165e-06,8.051121874161899e-07,3.7681455693604246e-07,2.150108440915175e-07,6.409234893279212e-08,4.7566252534047846e-08,3.836793094469293e-08,2.721642172319329e-08,2.1897405983843423e-08,1.8065295980110196e-08,1.492864749169922e-08,1.3918657607793015e-08,3.2366963258593314e-06,8.337505022990259e-07,3.9468780133434403e-07,2.3132663447485772e-07,6.960425367487184e-08,5.239208043383345e-08,4.2811892773088233e-08,3.119737069883755e-08,2.565764255024691e-08,2.1666437259397157e-08,1.839957565247571e-08,1.7347654474570785e-08,4.4317617474928616e-07,1.0275776058447382e-07,9.725518082522622e-09,6.381146803746159e-09,3.0578257040461604e-09,2.8658295638475242e-09,2.878827641748154e-09,3.0792515997313737e-09,3.275170931966411e-09,3.4786251923696544e-09,3.748688302983075e-09,3.9180705315210184e-09,4.428069211082127e-07,1.0264182851656515e-07,4.5968144596738514e-08,2.504091864233295e-08,5.962385062166222e-09,4.001232273701599e-09,2.886929932377345e-09,1.5827321259068441e-09,1.577610315084483e-09,1.5703014008817277e-09,1.5864489250066076e-09,1.7380756988014326e-09,4.428068140659881e-07,1.0264179962578457e-07,3.771162878209107e-08,1.9171975488174297e-08,4.52159211029076e-09,3.3009701612763723e-09,2.6842125295177716e-09,2.015540925163168e-09,1.7249062745295822e-09,1.525834810611885e-09,1.3822325478197486e-09,1.386735664144907e-09
GLCCERS18m9,7.833889319225001e-06,2.1480968929238757e-06,1.0053681854704995e-06,5.736643083495831e-07,1.710029704612506e-07,1.2691016341999784e-07,1.0236838360963478e-07,7.261535951619572e-08,5.8423845138828245e-08,4.819950159885574e-08,3.983069911708809e-08,3.713597387827868e-08,8.635737266913892e-06,2.22450596507545e-06,1.053055279714688e-06,6.171960039018863e-07,1.8570912649219056e-07,1.3978581737150868e-07,1.1422519157385651e-07,8.32368160773164e-08,6.845642520803866e-08,5.780760406447826e-08,4.909138367044681e-08,4.628478274056881e-08,1.1824257275895842e-06,2.7416505387120534e-07,2.5948377756132958e-08,1.70253560145556e-08,8.158497656139485e-09,7.646238223652632e-09,7.680918025037741e-09,8.21566347808192e-09,8.738390267485557e-09,9.281220784095798e-09,1.0001768476540752e-08,1.0453692375502666e-08,1.1814405324683473e-06,2.7385573882324407e-07,1.2264629715595808e-07,6.68109617172506e-08,1.590806974063878e-08,1.067557385088008e-08,7.702535515864688e-09,4.222842499630164e-09,4.20917714207426e-09,4.189676436290669e-09,4.232759185431985e-09,4.637310261373362e-09,1.1814402468720373e-06,2.738556617405754e-07,1.0061732250493496e-07,5.1152201669592755e-08,1.2063931107980863e-08,8.807224456293966e-09,7.161670987876683e-09,5.377607327990688e-09,4.602173295616148e-09,4.0710363934612205e-09,3.687895286740939e-09,3.699909923132907e-09
CERS116,1.5564555791634851e-06,4.26788949566864e-07,1.9974891878403942e-07,1.1397697579240277e-07,3.397527289219769e-08,2.5214810148370434e-08,2.0338791538469996e-08,1.4427390641654651e-08,1.1607787143399249e-08,9.576390490012697e-09,7.91365710396671e-09,7.378262747300908e-09,1.7157686178042494e-06,4.419700839693078e-07,2.0922350297408065e-07,1.2262595558415855e-07,3.689712660619292e-08,2.7772975398296377e-08,2.2694530068205652e-08,1.6537686645304902e-08,1.3601083778801772e-08,1.1485350915467373e-08,9.753591720425427e-09,9.195969637985003e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3583178613646226e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERS118,1.359097065721133e-05,3.726721255676794e-06,1.7442076281178702e-06,9.952469921594362e-07,2.9667209468115806e-07,2.2017573096293392e-07,1.7759833476972557e-07,1.2597998008798798e-07,1.0135920136306274e-07,8.362104508097199e-08,6.910205657719345e-08,6.442699286905201e-08,1.498209216589036e-05,3.859282926545476e-06,1.8269397005521734e-06,1.0707698867014974e-06,3.2218572232539564e-07,2.425136308127498e-07,1.981686444286153e-07,1.4440708552395255e-07,1.1876466827489949e-07,1.0029008817828679e-07,8.516836628640949e-08,8.029921006909296e-08,4.035452254992979e-06,9.566442934312333e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.602835120495045e-06,9.55565000241505e-07,0.0,0.0,0.0,0.0,0.0,2.980484523350257e-08,3.4212511537962804e-08,3.7260941425134826e-08,4.072753223529207e-08,4.7064190534388234e-08,4.03208894828281e-06,9.555647312769015e-07,3.9413496864640675e-07,2.2014438718893132e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CER4DS16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.831011152322361e-07,-6.61942513526387e-08,3.127051207816917e-07,2.0517324662791415e-07,9.831813620210472e-08,9.214477704725965e-08,9.25625893729169e-08,-3.5585991426431357e-09,-3.785012999610838e-09,-4.020134186406118e-09,-4.332230798552688e-09,-4.527973156187854e-09,-2.8286523586067327e-07,6.971221562933176e-08,4.768849887362628e-07,1.9546084525196954e-08,0.0,0.0,0.0,-1.4168871867270884e-09,-1.5310542658106106e-09,-1.6085126694995555e-09,-1.706348660414907e-09,-1.933873676136423e-09,0.0,0.0,3.174582678000154e-08,1.8955785399545457e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CER4DS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.945257286405817e-07,2.4090272870513067e-07,-1.6364233244031633e-07,-1.0736962162595658e-07,-5.145107256006838e-08,-4.8220484653986555e-08,-4.84391366194727e-08,-5.181135250486141e-08,-5.510779037309722e-08,-5.853099846880134e-08,6.178738450291925e-08,6.4579037777866e-08,1.5644422889937478e-06,2.4063094045921343e-07,-3.280643701020338e-07,0.0,0.0,0.0,0.0,1.112086763365487e-08,1.3299671244483988e-08,1.4814987693944404e-08,1.6483536008221244e-08,1.9260785300709832e-08,9.936968512694185e-07,2.4063087272838877e-07,1.095794773522145e-07,6.543112174326648e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CER4DS2d16,1.5564555791634851e-06,4.26788949566864e-07,1.9974891878403942e-07,1.1397697579240277e-07,3.397527289219769e-08,2.5214810148370434e-08,2.0338791538469996e-08,1.4427390641654651e-08,1.1607787143399249e-08,9.576390490012697e-09,7.91365710396671e-09,7.378262747300908e-09,1.7157686178042494e-06,4.419700839693078e-07,2.0922350297408065e-07,1.2262595558415855e-07,3.689712660619292e-08,2.7772975398296377e-08,2.2694530068205652e-08,1.6537686645304902e-08,1.3601083778801772e-08,1.1485350915467373e-08,9.753591720425427e-09,9.195969637985003e-09,2.831011152322361e-07,6.61942513526387e-08,1.1239545994406397e-08,7.374534389914067e-09,3.5338485703513824e-09,3.3119611594717575e-09,3.3269801928488343e-09,3.5585991426431357e-09,3.785012999610838e-09,4.020134186406118e-09,4.332230798552688e-09,4.527973156187854e-09,2.8286523586067327e-07,6.61195705071305e-08,3.002046236973783e-08,1.6600673743987206e-08,4.292923560017093e-09,2.9997041368295178e-09,2.269083906039559e-09,1.4168871867270884e-09,1.5310542658106106e-09,1.6085126694995555e-09,1.706348660414907e-09,1.933873676136423e-09,2.8286516748205803e-07,6.611955189633576e-08,2.5428037592179077e-08,1.3448508576682226e-08,3.5722423574075045e-09,2.71563097856165e-09,2.2800933561724023e-09,1.798354455298287e-09,1.5818750420086594e-09,1.4308745846226205e-09,1.3274190917171664e-09,1.3572941933060525e-09
CER4DS2d18,1.1694014778932229e-05,3.2065651924369143e-06,1.5007603426701702e-06,8.563356752466371e-07,2.5526417113243123e-07,1.894447657038099e-07,1.5281009751933799e-07,1.0839636006548492e-07,8.721201955443181e-08,7.194966140904675e-08,5.945715661151443e-08,5.543461359568887e-08,1.2890970897232098e-05,3.320624605657397e-06,1.5719451095378036e-06,9.213174831835116e-07,2.772167414278855e-07,2.086648595118598e-07,1.705093120364876e-07,1.2425150748181574e-07,1.0218812335414365e-07,8.629212753947204e-08,7.32810156956915e-08,6.909147057765998e-08,2.440219189021071e-06,5.735493851454893e-07,1.2400226642687825e-07,8.136083886059138e-08,3.898778562280462e-08,3.6539767457424007e-08,3.670546003491833e-08,3.9260818401650277e-08,4.1758753035521625e-08,4.435275101347559e-08,4.7795985514271235e-08,4.995552186688038e-08,2.438186002509921e-06,5.729023024736846e-07,2.623037861685015e-07,1.4635284662554004e-07,3.961545876759447e-08,2.825026349582219e-08,2.1851155799926766e-08,1.440264388224445e-08,1.6020344100424307e-08,1.7131111507033468e-08,1.8446626075120066e-08,2.111279048961229e-08,2.4381854131134115e-06,5.729021412178404e-07,2.263976860942608e-07,1.2240302348594083e-07,3.448091545625126e-08,2.6682483090754053e-08,2.2704130408718865e-08,1.8257193021276092e-08,1.622493122850754e-08,1.4794776743180095e-08,1.3839785369177104e-08,1.4242963608494833e-08
PYDXS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRPYRAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPMT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPMT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCO3DH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAcoaRavge,0.01600504406048725,0.004388673877874446,0.0020540195871773343,0.0011720260724812411,0.0003493679786858766,0.00025928407646454317,0.00020914394157347534,0.00014835696308252298,0.00011936295976703129,9.847409318000538e-05,8.137619365703166e-05,7.587072958668678e-05,0.0176432611975455,0.004544781593540755,0.0021514468054329976,0.0012609635946941866,0.00037941342171479063,0.0002855897083676889,0.0002333680180380734,0.00017005715226315157,0.00013986004359154008,0.0001181039471431678,0.00010029625472338368,9.456222278695273e-05,0.006045756455847044,0.0010687174475430873,0.0004821377925060366,0.0003084880339032616,0.00013304834538516473,0.00011844988438777551,0.00011326482158443172,0.00011001153356072257,0.000109205323697947,0.00010846418321171042,0.00010729784145356804,0.00010336298121897973,0.006040719141768444,0.001067511712589357,0.0005124258341847809,0.0002999045157334319,9.998693993571218e-05,7.707956479623203e-05,6.441423288722505e-05,4.983691476965605e-05,4.508549232561604e-05,4.1608428509721574e-05,3.889396205893436e-05,4.0120541261514736e-05,0.006040717681511198,0.00106751141211491,0.0004925510938120271,0.0002890861248289828,9.532860369083635e-05,7.58775287852692e-05,6.544210725837674e-05,5.2833380505978634e-05,4.6564932332181954e-05,4.1885074837128203e-05,3.8289954783632e-05,3.8385250555423244e-05
FARavge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STERYLEST,0.0007582662964523494,0.00020792092012595915,9.731268588348548e-05,5.5526736819172993e-05,1.655190465555757e-05,1.228402593874843e-05,9.908551416854874e-06,7.0286644962899225e-06,5.6550240720413345e-06,4.665378342596892e-06,3.855336152184766e-06,3.5945053893893027e-06,0.0008358796311365472,0.00021531678976296684,0.00010192846673864469,5.9740303825248814e-05,1.7975358831922465e-05,1.3530300176023465e-05,1.1056208410260872e-05,8.056748019217107e-06,6.626108424008466e-06,5.5953761987911416e-06,4.7517063576784885e-06,4.48004680186939e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nglycmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oglycmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FACOAL180p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
