,27.9,23.9,19.9,16.9,13.9,9.9,7.9,5.9,1.9,0.9,0.0,C0.1
RNA,0.11596446797043922,0.11875189377112609,0.12148980239583507,0.12368334074904115,0.12607072579945355,0.12963763826467964,0.13150992619081942,0.13341314169425256,0.1365011043689207,0.13678353710355393,0.13634032296939605,0.1671857996746315
L-valine residue,0.1336074472236758,0.13358738464069753,0.13255357637253487,0.13122706538922288,0.1295264063954885,0.12683757426934653,0.12550157742988097,0.12440307805676173,0.12657618737287354,0.13024437384781962,0.1380407776608011,0.16330853087097819
L-tyrosine residue,0.06599460789316809,0.06675590675807488,0.06716464146329772,0.06728526491354561,0.06726137016704231,0.0669947297687306,0.06675750181180261,0.06645606863838203,0.06612692684761025,0.06645499826320915,0.06737913723227854,0.08146761337057686
L-tryptophan residue,0.06599460789000197,0.06675590675614206,0.06716464146296203,0.06728526491465743,0.06726137016978549,0.06699472977384466,0.06675750181804323,0.06645606864555878,0.06612692685394626,0.06645499826757326,0.06737913723227844,0.08146761337057684
L-threonine residue,0.16759907544287705,0.1669987209804433,0.16503940064398748,0.16282606572574848,0.16011154482728593,0.15592650765766525,0.15385011672792667,0.15207873501480804,0.1541665335219448,0.15869146678332993,0.16847667321222495,0.1940621007015649
L-serine residue,0.18670243701318961,0.18751375380700905,0.1870660169677163,0.18606297441086295,0.1846110839936359,0.182194531660001,0.1810158868279588,0.18018356548538284,0.18452151600134895,0.18989741723597042,0.2009794842542577,0.23844617504918658
L-proline residue,0.12640172574735573,0.12742428967659317,0.12767120019858832,0.12743869482612727,0.12689720332298396,0.12573947674640823,0.12503840331232302,0.12435251682162718,0.12498102469309494,0.12682597103010326,0.13097369401493852,0.14366298183032092
L-phenylalanine residue,0.08323125759009074,0.08357627533350866,0.08334784630019332,0.08286567358332127,0.08216467369855837,0.08096045975220378,0.08032878993679098,0.07979120328752792,0.08089066374491523,0.08279028529089431,0.08686004306954548,0.10419108244074214
L-methionine residue,0.033597809901373905,0.03407815644129432,0.03441575985993955,0.034607309040716246,0.03476297657382402,0.0349442368461546,0.03504309341689347,0.03518984581417171,0.03623335096027838,0.03704396851742489,0.038601606968509485,0.04158346057347846
glycine residue,0.18576170324979593,0.1866563074030614,0.18629541656441764,0.18534625893167395,0.1839183042613053,0.1814209434502271,0.18010062385090697,0.17897915852474622,0.18145068579321086,0.18560992068052728,0.19450745927721,0.2301191787573647
L-lysine residue,0.1842630600575991,0.18438548893934215,0.18306089809867834,0.1812312402152871,0.17875778433018888,0.17447103959865945,0.17200512840896645,0.16939477292947883,0.16622463016794212,0.16745403046393084,0.17142293215104912,0.2034018365281302
L-isoleucine residue,0.10482821588617228,0.10503557956621082,0.10448462423374576,0.10366122681436309,0.10255723057856993,0.10076543601015314,0.09986803434621953,0.09914370502658226,0.10096141701512465,0.103771848664405,0.10970694888629134,0.12713078861570665
L-histidine residue,0.06331296721771813,0.06321990599447155,0.0625999841560595,0.061825375995596815,0.060808458348344245,0.059066107109178256,0.05805722706763267,0.0569619977788683,0.05520099958332736,0.05529884091506482,0.05612937151155409,0.055270455670425066
L-glutamine residue,0.18067750480666672,0.18636533203502928,0.19289160342014167,0.19892063329175863,0.2063364229694462,0.21918316374073524,0.22686603164353808,0.23540870901507663,0.24959565423833,0.24890113936244693,0.2417560878774201,0.27174056408594943
L-glutamic acid residue,0.18067750488092038,0.18636533209482348,0.1928916034505913,0.19892063328374002,0.20633642290159046,0.21918316354357067,0.2268660313576647,0.23540870862609808,0.24959565376330956,0.24890113901258326,0.2417560878774201,0.2717405640859494
L-cysteine residue,0.03579749103214924,0.036011638437413396,0.03598799052605021,0.0358392479317372,0.035592879748420674,0.0351253577820832,0.03485340168883274,0.034583753085567936,0.03463184667880765,0.03513899426588543,0.03631812275910769,0.0416566216219629
L-aspartic acid residue,0.14487078548373264,0.1444110569972145,0.1427390819621583,0.14079202193158438,0.13833388601986318,0.13432963200413534,0.1321522738581104,0.1299740609348042,0.1282816818661885,0.13005544004857825,0.13474564895828817,0.16460178229123737
L-asparagine residue,0.14487078546013293,0.14441105698346263,0.14273908195969867,0.14079202193832288,0.138333886036029,0.13432963203246398,0.13215227389156156,0.12997406097201664,0.1282816818977341,0.13005544007108324,0.13474564895828833,0.1646017822912375
L-arginine residue,0.21858891967630847,0.22111139224962922,0.22245373437779875,0.2228273712269704,0.2226938892712891,0.22164484707484133,0.22069798407983834,0.21942501341669132,0.21681011172542142,0.21694847827846778,0.21832395991867035,0.21462023816852974
L-leucine residue,0.18219804514851817,0.18242380596514027,0.18132132514329838,0.17978343875813965,0.17777341855687678,0.17460320268257018,0.1730780743518247,0.17194346670195315,0.17613508383218215,0.18173055758828482,0.19333628740286748,0.2311940972124605
L-alanine residue,0.2208257755959893,0.22315243159957437,0.2242507216494299,0.22442579411533436,0.22411060151170156,0.22294862377004135,0.22209274629591674,0.22114370824862292,0.22137504512354453,0.22353842850764846,0.22864406913855226,0.28665591696500003
(1->4)-beta-D-glucan,2.2340695459026247,2.1870715603412982,2.1199072628452407,2.0593711763622222,1.9934991735062164,1.9030197514753358,1.862594751601169,1.83162546409322,1.8879524282951718,1.9786688711982996,2.172051309068318,2.0933621105890032
"alpha,alpha-trehalose",0.3910610550968377,0.40350518494041326,0.4177899763213902,0.4308776973301332,0.44662278791897303,0.47198547007578534,0.48492216697805407,0.49520645859164825,0.45997299827800253,0.4098438212042065,0.3024373053782031,0.12028063920151118
