Sample Point,C0.1,C0.1,0.0,0.0,5.9,5.9,13.9,13.9,27.9,27.9
,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD
Name,,,,,,,,,,
L-lysine residue,0.022223502127703784,8.906206346073232e-05,0.018942061493947383,0.0003596370989592051,0.01977184948416405,0.0019771849484164017,0.020604918933927283,0.00046161018527394885,0.020659554419249878,0.0004711342181565218
L-methionine residue,0.004650643125844564,1.863774083972351e-05,0.0043661481141248236,8.289640712505321e-05,0.004232487601879439,0.0004232487601879431,0.0040983272735073215,9.181446518199966e-05,0.003858156827170737,8.798397406870746e-05
L-phenylalanine residue,0.01307190558140542,5.238647256196974e-05,0.011021205148536337,0.00020925041595500974,0.010940453760723712,0.0010940453760723693,0.010859432907267829,0.000243282919596446,0.010723223801821431,0.00024453952681966797
L-proline residue,0.011893338916679971,4.766329353810061e-05,0.010965885045854409,0.00020820009937521134,0.011022636775519722,0.0011022636775519703,0.011079650423204971,0.0002482164332228904,0.010740788875205978,0.0002449400924343929
L-serine residue,0.017699819296696572,7.093312387883135e-05,0.015087972832683661,0.000286462736933649,0.014758686960767849,0.0014758686960767823,0.01442818653445585,0.00032323339299194365,0.014235330668434616,0.0003246319474549448
L-threonine residue,0.016725467156968855,6.7028347232789e-05,0.014685136932951523,0.0002788144282011185,0.014605093160824157,0.0014605093160824133,0.014524796862656175,0.00032539774567117205,0.014837074056873583,0.0003383545038610448
L-tryptophan residue,0.012932097321877866,5.18261822885994e-05,0.010817081703083114,0.0002053748946039777,0.011046786064894808,0.0011046786064894789,0.011277420416662307,0.0002526470569790048,0.010745415972691586,0.00024504561184260365
L-tyrosine residue,0.011332149275626978,4.541429123694388e-05,0.009478801584536125,0.00017996608788128758,0.009680087118701502,0.0009680087118701486,0.009882187585258833,0.00022138977866261307,0.009416002277159297,0.00021472877783249632
L-valine residue,0.013800113406925833,5.530481059872102e-05,0.011797279652717395,0.00022398509429765278,0.011660115183279944,0.0011660115183279923,0.011522466159279323,0.00025813679518242865,0.011596811429218925,0.0002644614000349797
lysophosphatidylcholine,7.786906666666573e-05,2.474454284607759e-06,6.212426666666484e-05,4.573019668567346e-06,8.932126499999891e-05,8.932126499999571e-06,0.00011651826333333264,8.901870401082326e-06,0.0001591526566666655,1.0439263445537603e-05
M(IP)2C,1.3138012173491886e-06,4.1748812340449625e-08,1.1080564577512053e-06,8.156497045458576e-08,7.937812240332482e-07,7.937812240332197e-08,4.795059903152868e-07,3.663374358848877e-08,9.429085100443873e-07,6.184798009378356e-08
MIPC,5.255204869395914e-06,1.669952493617718e-07,4.432225831004546e-06,3.262598818183227e-07,3.1751248961318847e-06,3.1751248961317707e-07,1.918023961261147e-06,1.4653497435395505e-07,3.7716340401762145e-06,2.473919203750467e-07
phosphatidyl-L-serine(1-),0.0004900546666666639,1.5572523487615556e-05,0.00044633633333333194,3.285519396279314e-05,0.0005050176999999991,5.05017699999981e-05,0.0005636990666666649,4.306600435952613e-05,0.0007335171333333324,4.8113419889182565e-05
phosphatidylcholine,0.005572877566666652,0.0001770899711879547,0.0044964451666666535,0.00033098712128274815,0.004738390266666667,0.0004738390266666497,0.004980335366666656,0.0003804922826661337,0.006061318299999998,0.0003975786511279217
phosphatidylethanolamine,0.008997538633333312,0.00028591581966021235,0.004723426999999986,0.00034769544548414715,0.0053940362,0.0005394036199999806,0.006064645399999987,0.0004633324067393294,0.008092117599999997,0.000530784400511769
phosphatidylglycerol,0.0007741619999999974,2.460063488471924e-05,0.00035944199999999736,2.645882879437161e-05,0.00038356343333333315,3.835634333333194e-05,0.00040768486666666493,3.114668674014624e-05,0.0006319322333333315,4.145018500891482e-05
RNA,0.0457794293333333,0.000509284683369,0.0377568713333333,0.000736000948342,0.0373382723333333,0.0005945055362915,0.0361790563333333,0.0005338219616363,0.0343963196666666,0.001515482557063
triglyceride,0.0010869876666666637,3.454133206210017e-05,0.001022250233333329,7.524870190120569e-05,0.0012191567549999995,0.00012191567549999557,0.0014160632766666635,0.00010818571619589622,0.0030489461299999985,0.00019998881921893074
zymosterol ester,2.596819999999889e-05,8.251944771421757e-07,0.0,0.0,6.358131666666613e-05,6.358131666666385e-06,0.00012716263333333275,9.71508885740361e-06,0.0002392604666666655,1.5693756522499397e-05
