Sample Point,C0.1,C0.1,0.0,0.0,0.9,0.9,1.9,1.9,5.9,5.9,9.9,9.9,13.9,13.9,19.9,19.9,23.9,23.9,27.9,27.9
,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD,g/g CDW,g/g CDW SD
Name,,,,,,,,,,,,,,,,,,,,
"alpha,alpha-trehalose",0.03509666666666664,0.0004782895750720381,0.08924958333333333,0.0024359210345734736,0.10434500000000001,0.006099730654914208,0.1273525,0.002737331330420187,0.1473695833333333,0.003139220553831987,0.14533958333333333,0.009103382727499344,0.13171124999999995,0.004823386726474182,0.12059041666666666,0.013692705878343897,0.12093291666666667,0.013364728376713585,0.11940625,0.0029432411945383083
glycogen,0.05374624999999998,0.0007324419529171491,0.05052916666666663,0.0013791107515101608,0.0454675,0.0030473807913518136,0.05205875000000001,0.0026689077822210365,0.058493750000000004,0.0012460154810601002,0.055661249999999995,0.002582016835247207,0.04770291666666665,0.0017469245418603502,0.0362275,0.003669322357397886,0.032864166666666667,0.004541609078381068,0.028887083333333282,0.0007120368796166658
