Rxn,Method,Equation,Geweke Fails,Rhat,ESS-Bulk,ESS-Tail,Rhat Fails,ESS-Bulk Fails
NMNAT,Interpolated,19.9,3,1.0135856082629493,1569.6431589638923,2009.496767185083,True,False
PTPATi,Interpolated,19.9,0,1.0251021977753123,318.0566204764731,1373.9630696199715,True,True
RNDR1,Interpolated,19.9,0,1.0101330520326985,2713.1136745011972,2318.2136226987745,True,False
Ex_glc_D,Interpolated,19.9,1,1.0780261660303248,1032.9984391192388,1673.8411168856564,True,False
rvHHVAA,Interpolated,19.9,4,1.0152687413382657,1570.971419337811,2029.937416967785,True,False
Ex_vHHV,Interpolated,19.9,4,1.0152687413382657,1570.971419337811,2029.937416967785,True,False
PYDXS,Fitted,0.0,3,1.0101396426223566,798.8181561024863,1380.347236979299,True,False
NADPPPS,Fitted,0.0,4,1.01864622795271,340.27926646639514,864.2038789542555,True,True
NADK,Fitted,0.0,4,1.0186847998359245,340.45394409148275,838.6804194039337,True,True
PHETA1,Fitted,0.0,1,1.010024567168241,618.2687990620141,1266.3120165618705,True,False
NTD10,Fitted,1.9,2,1.0125551855807144,470.98001079963996,517.7566396753444,True,False
IPC326PLC_PP,Fitted,1.9,3,1.010338441023325,1208.0052111667303,1417.3060109518233,True,False
PUNP7,Fitted,1.9,2,1.0125551855807144,470.98001079963996,517.7566396753444,True,False
ACPpds,Fitted,1.9,4,1.0108762608116193,550.863673877392,949.8581668059812,True,False
ACPS1,Fitted,1.9,4,1.0108762608116193,550.863673877392,949.8581668059812,True,False
XAND,Fitted,1.9,2,1.0123857736131712,439.2968602934717,502.25159572008766,True,False
URATEHO,Fitted,1.9,2,1.0123857736131712,439.2968602934717,502.25159572008766,True,False
ALLTNISOR,Fitted,1.9,2,1.0123857736131712,439.2968602934718,502.25159572008766,True,False
5HIURATEH,Fitted,1.9,2,1.0123857736131712,439.2968602934717,502.25159572008766,True,False
OHCUREIMDZLNCAR,Fitted,1.9,2,1.0123857736131712,439.2968602934717,502.25159572008766,True,False
ALLTAHr,Fitted,1.9,2,1.0123857736131712,439.2968602934717,502.25159572008766,True,False
ALLTNr,Fitted,1.9,2,1.0123857736131712,439.2968602934717,502.25159572008766,True,False
ALPHNH,Fitted,1.9,2,1.0104706420777139,537.5803195341178,606.233077044461,True,False
G3PD1ir,Fitted,1.9,2,1.0100168649654626,2224.579661035693,2155.843096053509,True,False
UGLYCHr,Fitted,1.9,2,1.0123857736131712,439.2968602934717,502.25159572008766,True,False
UREASE,Fitted,1.9,2,1.0104706420777139,537.5803195341178,606.233077044461,True,False
GLCt1,Fitted,5.9,1,1.3190718796575016,10.490896678686756,178.67447218296104,True,True
HEX1,Fitted,5.9,1,1.3190718796575016,10.490896678686756,178.67447218296104,True,True
Ex_glc_D,Fitted,5.9,1,1.3190718796575016,10.490896678686763,376.15078646995136,True,True
GLCt1,Fitted,7.9,4,1.1462464981641722,21.05339792310889,779.7309571622247,True,True
HEX1,Fitted,7.9,4,1.1462464981641722,21.05339792310889,779.7309571622247,True,True
Ex_glc_D,Fitted,7.9,4,1.1462464981641722,21.05339792310891,743.3933562156612,True,True
GLCt1,Fitted,9.9,4,1.2177336806729726,18.911089470167486,434.57887360770616,True,True
HEX1,Fitted,9.9,2,1.1560641229982467,24.294491620596773,1416.2921424177644,True,True
Ex_glc_D,Fitted,9.9,4,1.2177336806729726,18.911089470167486,489.9053793975921,True,True
GLCt1,Fitted,13.9,4,1.3008297652049285,10.795295710399575,132.20299257120618,True,True
DPCOAK,Fitted,13.9,1,1.0103199530520097,1327.949398661532,1285.4593818967815,True,False
HEX1,Fitted,13.9,3,1.2963715585352895,10.940903322785697,142.11733952501416,True,True
PTPATi,Fitted,13.9,1,1.0103199530520097,1327.949398661532,1285.4593818967815,True,False
Ex_glc_D,Fitted,13.9,4,1.3008297652049285,10.795295710399573,134.07275755791272,True,True
rvHHVAA,Fitted,13.9,4,1.0107055608341937,1082.3576424740174,1472.0129956104956,True,False
Ex_vHHV,Fitted,13.9,4,1.0107055608341937,1082.3576424740174,1472.0129956104956,True,False
PYDXK,Fitted,16.9,4,1.069843080695181,46.6303380839123,1654.3036460518153,True,True
ASPt5n,Fitted,16.9,3,1.0192186415081845,563.5536411404019,4367.515981832273,True,False
PDXPHT,Fitted,16.9,4,1.103805573709815,28.95515975974811,1550.8052843519988,True,True
E4PDH,Fitted,16.9,3,1.0373675321027211,222.71950542711346,1196.0780377204746,True,True
PDX5PSYN,Fitted,16.9,3,1.0373675321027211,222.71950542711346,1196.0780377204746,True,True
ASPt2n,Fitted,16.9,3,1.0192186415081845,563.5536411404019,4367.515981832273,True,False
CO2tn,Fitted,16.9,3,1.0192186415081845,563.5536411404019,4367.515981832273,True,False
GLCt1,Fitted,16.9,3,1.2112331626596564,14.695515870100808,1016.3827859950143,True,True
H2Otn,Fitted,16.9,3,1.0192186415081845,563.5536411404019,4367.515981832273,True,False
HCO3E,Fitted,16.9,3,1.0237529797394185,248.2162530116874,159.7586112349529,True,True
HCO3En,Fitted,16.9,3,1.0192186415081845,563.5536411404019,159.75861123495204,True,False
OHPBAT,Fitted,16.9,3,1.0373675321027211,222.71950542711346,1196.0780377204746,True,True
PDX5PO,Fitted,16.9,0,1.0425468741338575,117.49689316509613,1527.6670833047842,True,True
HCO3tn,Fitted,16.9,3,1.0192186415081845,563.5536411404019,4367.515981832273,True,False
HEX1,Fitted,16.9,3,1.2112247943203087,14.7046713072711,1016.3827859950143,True,True
Ex_glc_D,Fitted,16.9,3,1.2112331626596564,14.695515870100813,959.7695400533902,True,True
PYDXK,Fitted,19.9,3,1.0942709230996834,31.28990175380109,2097.2661635913187,True,True
PDXPHT,Fitted,19.9,2,1.08826664311002,33.22165507822252,2106.358487148512,True,True
E4PDH,Fitted,19.9,0,1.0344291765005817,118.9040950556137,1644.531130447309,True,True
PDX5PSYN,Fitted,19.9,0,1.0344291765005817,118.9040950556137,1644.531130447309,True,True
GLCt1,Fitted,19.9,3,1.053289204925142,100.79226275235035,1384.996594952859,True,True
OHPBAT,Fitted,19.9,0,1.0344291765005817,118.9040950556137,1644.531130447309,True,True
PDX5PO,Fitted,19.9,0,1.024113804051701,284.31465885511176,1720.914139610515,True,True
PCDAGAT,Fitted,19.9,3,1.072234783465408,37.213468443040924,22.15233931452833,True,True
ACPpds,Fitted,19.9,1,1.031260773068294,139.51031098671743,1576.1852097380051,True,True
ACPS1,Fitted,19.9,1,1.031260773068294,139.51031098671743,1576.1852097380051,True,True
pla2_2,Fitted,19.9,0,1.080827680408306,34.35982621900419,770.6108111230126,True,True
HEX1,Fitted,19.9,2,1.0521752606453034,104.5177434069299,1398.742380413034,True,True
TRIGS_PP,Fitted,19.9,0,1.0378030433635723,109.4369128360213,3578.140534385945,True,True
LPCAT_PP,Fitted,19.9,0,1.0245060415596667,2552.8582530680164,1567.9017711290785,True,False
Ex_glc_D,Fitted,19.9,3,1.053289204925142,100.79226275235035,1361.5188001203055,True,True
MIP2C126PLC_PP,Fitted,19.9,0,1.0107702284141051,2485.8674122135985,3225.948229826592,True,False
MIP2CS126_PP,Fitted,19.9,0,1.0107702284141051,2485.8674122135985,3225.948229826592,True,False
GLCt1,Fitted,23.9,1,1.4557395656438297,9.144930101262172,113.2741471147294,True,True
HEX1,Fitted,23.9,1,1.4557395656438297,9.144930101262172,113.2741471147294,True,True
Ex_glc_D,Fitted,23.9,1,1.4557395656438297,9.144930101262172,95.13661309538448,True,True
GLCt1,Fitted,27.9,2,1.2151804846992453,15.616391113529444,1696.8445318265822,True,True
HEX1,Fitted,27.9,2,1.2151804846992453,15.616391113529444,1696.8445318265822,True,True
Ex_glc_D,Fitted,27.9,2,1.2151804846992453,15.616391113529437,2014.5563524386455,True,True
TMN,ScaledConsensus,C0.1,3,1.0110601243120607,584.6141801322877,1169.6082299038246,True,False
ADK1,ScaledConsensus,C0.1,0,1.015081836334301,1023.4797478855647,918.6928969329651,True,False
ADK3,ScaledConsensus,C0.1,4,1.0106374392393995,1362.8094672788955,3142.9443052698593,True,False
GTHO,ScaledConsensus,C0.1,4,1.0070874697664849,373.19337655035713,471.9007252469817,False,True
HETZK,ScaledConsensus,C0.1,3,1.0110601243120607,584.6141801322877,1169.6082299038246,True,False
NDPK1,ScaledConsensus,C0.1,4,1.0129397786244514,1035.8741845842687,879.418733111596,True,False
rvHHVAA,ScaledConsensus,C0.1,4,1.0104208136103512,597.5902825241063,542.9951185493074,True,False
Ex_vHHV,ScaledConsensus,C0.1,4,1.0104208136103512,597.5902825241063,542.9951185493074,True,False
PYDXS,ScaledConsensus,0.9,3,1.0137816278431193,871.4880730899424,673.5178087575688,True,False
AABTN,ScaledConsensus,0.9,4,1.017370163507075,461.68972187679464,666.5923620323921,True,False
APRTO2,ScaledConsensus,0.9,4,1.017370163507075,461.68972187679464,666.5923620323921,True,False
NABTNO,ScaledConsensus,0.9,4,1.017370163507075,461.68972187679464,666.5923620323921,True,False
SPMDAT1,ScaledConsensus,0.9,4,1.0143282540142344,573.3094901904477,699.4488916937006,True,False
TMN,ScaledConsensus,0.9,4,1.0255925798985677,305.41250508798134,887.979473657227,True,True
DROPPRy,ScaledConsensus,0.9,0,1.0152425767976663,888.4211154870643,738.3674252637243,True,False
DRTPPD,ScaledConsensus,0.9,0,1.0152425767976663,888.4211154870643,738.3674252637243,True,False
GK2,ScaledConsensus,0.9,1,1.0200087855903002,1208.8879128905085,953.7225325035602,True,False
HMPK1,ScaledConsensus,0.9,2,1.0131070675598493,624.1590239726052,1279.8209778010087,True,False
POLYAO,ScaledConsensus,0.9,4,1.017370163507075,461.68972187679464,666.5923620323921,True,False
RNTR1,ScaledConsensus,0.9,1,1.0200087855903002,1208.8879128905085,953.7225325035602,True,False
XAND,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756027,True,False
URATEHO,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756027,True,False
ALLTNISOR,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756044,True,False
5HIURATEH,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756027,True,False
OHCUREIMDZLNCAR,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756027,True,False
ALLTAHr,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756027,True,False
ALLTNr,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756027,True,False
CYTK2,ScaledConsensus,0.9,4,1.0101099476493396,680.0026490763345,697.9409511348426,True,False
DB4PS,ScaledConsensus,0.9,0,1.0152425767976663,888.4211154870643,738.3674252637243,True,False
GK1,ScaledConsensus,0.9,1,1.0295181543922938,204.28728107848912,953.7225325035613,True,True
GTPCII,ScaledConsensus,0.9,0,1.0152425767976663,888.4211154870643,738.3674252637243,True,False
HETZK,ScaledConsensus,0.9,4,1.0255925798985677,305.41250508798134,887.979473657227,True,True
NDP3,ScaledConsensus,0.9,4,1.109720623887785,28.495325955993998,1418.884014840835,True,True
ORNDC,ScaledConsensus,0.9,4,1.0157038538031238,474.07475385107585,677.4876105587235,True,False
PMDPHT,ScaledConsensus,0.9,0,1.0152425767976663,888.4211154870643,738.3674252637243,True,False
PMPK,ScaledConsensus,0.9,4,1.0253719797785208,309.7543741598248,952.3659504354014,True,True
RBFSa,ScaledConsensus,0.9,0,1.0152425767976663,888.4211154870643,738.3674252637243,True,False
RBFSb,ScaledConsensus,0.9,0,1.0152425767976663,888.4211154870643,738.3674252637243,True,False
RNDR1,ScaledConsensus,0.9,1,1.0209236910405366,1410.9189948769713,1882.1741104856455,True,False
SPMS,ScaledConsensus,0.9,4,1.0157038538031238,474.07475385107585,677.4876105587235,True,False
THMP,ScaledConsensus,0.9,4,1.0290233121027936,243.31783636311388,942.2763537353569,True,True
TMPPP,ScaledConsensus,0.9,4,1.0253719797785208,309.7543741598248,952.3659504354014,True,True
UGLYCHr,ScaledConsensus,0.9,4,1.010481299307834,607.6137485658464,467.23494607756027,True,False
POLYAO3,ScaledConsensus,0.9,3,1.0133977006159935,1009.9131254019704,855.5200100144777,True,False
RIBFLVt2,ScaledConsensus,0.9,0,1.0154707163003747,960.8670993701446,778.6980394313307,True,False
ACP1e,ScaledConsensus,0.9,0,1.0154707916599566,960.8670257082468,778.6980394313307,True,False
AABTN,ScaledConsensus,1.9,2,1.0102475587955018,1552.3674745677927,1565.0865992271608,True,False
APRTO2,ScaledConsensus,1.9,2,1.0102475587955018,1552.3674745677927,1565.0865992271608,True,False
NABTNO,ScaledConsensus,1.9,2,1.0102475587955018,1552.3674745677927,1565.0865992271608,True,False
MTAP,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
POLYAO,ScaledConsensus,1.9,2,1.0102475587955018,1552.3674745677927,1565.0865992271608,True,False
DKMPPDb,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
DKMPPDa,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
ADMDC,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
MDRPD,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
MTRI,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
UNK3,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
ALDD22x,ScaledConsensus,1.9,0,1.013776746580799,1530.226058702643,1889.625899236589,True,False
E4PDH,ScaledConsensus,5.9,2,1.0103687747960386,911.4132357155906,814.5527465208708,True,False
PDX5PSYN,ScaledConsensus,5.9,2,1.0103687747960386,911.4132357155906,814.5527465208708,True,False
GLCt1,ScaledConsensus,5.9,4,1.3000358828769987,10.979402288563263,722.3029841376563,True,True
OHPBAT,ScaledConsensus,5.9,2,1.0103687747960386,911.4132357155906,814.5527465208708,True,False
PDX5PO,ScaledConsensus,5.9,2,1.0103687747960386,911.4132357155906,814.5527465208708,True,False
HEX1,ScaledConsensus,5.9,4,1.3000358828769987,10.979402288563263,722.3029841376563,True,True
Ex_glc_D,ScaledConsensus,5.9,4,1.3000358828769987,10.979402288563266,767.3292055577781,True,True
SHSL1,ScaledConsensus,7.9,0,1.010975721670898,1061.729476521388,2239.144511438934,True,False
SHSL4r,ScaledConsensus,7.9,0,1.010975721670898,1061.7294765213894,2239.1445114389335,True,False
GLCt1,ScaledConsensus,7.9,4,1.078394022549736,48.07908195564511,639.6654382791749,True,True
SLFAT,ScaledConsensus,7.9,2,1.0141688409113312,764.6909872990118,1003.5689956218422,True,False
TRDOXtp,ScaledConsensus,7.9,0,1.0121559708214378,880.461233524438,1287.6028058023965,True,False
TRDRDtp,ScaledConsensus,7.9,0,1.0121559708214378,880.4612335244383,1287.6028058023965,True,False
THIORDXp,ScaledConsensus,7.9,0,1.0121559708214378,880.4612335244383,1287.6028058023965,True,False
FRDO,ScaledConsensus,7.9,2,1.0141688409113312,764.6909872990115,1003.5689956218422,True,False
SO3FDXRD,ScaledConsensus,7.9,2,1.0141688409113312,764.6909872990118,1003.5689956218422,True,False
CYSTH2SS,ScaledConsensus,7.9,0,1.0128018330394846,925.284186001743,1894.8800098275185,True,False
ADSK,ScaledConsensus,7.9,2,1.0141688409113312,764.6909872990118,1003.5689956218422,True,False
HEX1,ScaledConsensus,7.9,4,1.078394022549736,48.07908195564511,639.6654382791749,True,True
PAPSR,ScaledConsensus,7.9,2,1.0141688409113312,764.6909872990118,1003.5689956218422,True,False
PPND2,ScaledConsensus,7.9,1,1.0109351336176613,957.9306707724681,1161.7479586036388,True,False
SO4ti,ScaledConsensus,7.9,2,1.0141688409113312,764.6909872990118,1003.5689956218422,True,False
Ex_glc_D,ScaledConsensus,7.9,4,1.0783940225497362,48.07908195564514,645.211581155364,True,True
Ex_so4,ScaledConsensus,7.9,2,1.0141688409113312,764.6909872990115,1003.5689956218422,True,False
rvHHVAA,ScaledConsensus,7.9,4,1.0182511573785733,629.7257839009326,945.697669895274,True,False
Ex_vHHV,ScaledConsensus,7.9,4,1.0182511573785733,629.7257839009326,945.697669895274,True,False
PYDXS,ScaledConsensus,9.9,0,1.0103329455306607,740.8709102070004,470.3015813629712,True,False
FACOAL240,ScaledConsensus,9.9,1,1.0428187468710264,97.42322439945225,925.7977827281732,True,True
AHMMPS,ScaledConsensus,9.9,0,1.0102622389620317,658.0374617816864,2907.0521975615397,True,False
PYDXK,ScaledConsensus,9.9,4,1.1185897498503776,30.92478081411963,849.2580889643061,True,True
ASPt5n,ScaledConsensus,9.9,3,1.0274830818652736,814.470592908775,3980.8620733640514,True,False
PDXPHT,ScaledConsensus,9.9,4,1.1614000684173238,20.990236874711158,72.69357587920405,True,True
E4PDH,ScaledConsensus,9.9,1,1.1008671803560146,34.64595578905201,781.0804211722461,True,True
PDX5PSYN,ScaledConsensus,9.9,1,1.1008671803560146,34.64595578905201,781.0804211722461,True,True
MIP2CS324_PP,ScaledConsensus,9.9,2,1.0106594655178351,937.2725229412486,1614.5169709065226,True,False
PYMDSYN,ScaledConsensus,9.9,0,1.011479802888879,676.9429992620385,375.37872328609876,True,False
34HPLFM,ScaledConsensus,9.9,4,1.014065739456535,649.3835004325217,768.5675915124409,True,False
34HPPt2m,ScaledConsensus,9.9,4,1.014065739456535,649.3835004325217,768.5675915124409,True,False
4HBZCOAFm,ScaledConsensus,9.9,4,1.014065739456535,649.3835004325217,768.5675915124409,True,False
4HBZFm,ScaledConsensus,9.9,4,1.014065739456535,649.3835004325217,768.5675915124409,True,False
ADK1,ScaledConsensus,9.9,1,1.01510069489065,908.868028696956,842.7121240139674,True,False
ASPt2n,ScaledConsensus,9.9,3,1.0274830818652736,814.470592908775,3980.8620733640514,True,False
CO2tn,ScaledConsensus,9.9,3,1.0274830818652736,814.470592908775,3980.8620733640514,True,False
COUCOAFm,ScaledConsensus,9.9,4,1.014065739456535,649.3835004325217,768.5675915124409,True,False
GLCt1,ScaledConsensus,9.9,4,1.0814028455393454,45.10829171571304,594.8694321527872,True,True
GLYCLm,ScaledConsensus,9.9,2,1.0162714829123676,1100.3345503978217,1277.3109658687104,True,False
H2Otn,ScaledConsensus,9.9,3,1.0274830818652736,814.470592908775,3980.8620733640514,True,False
HCO3E,ScaledConsensus,9.9,3,1.0318244922274336,307.00535634933016,381.6578945358953,True,True
HCO3En,ScaledConsensus,9.9,3,1.0274830818652736,814.4705929087747,381.65789453589537,True,False
ICDHym,ScaledConsensus,9.9,1,1.0101487402755511,1394.5300995426005,1191.3112448763754,True,False
MTHFC,ScaledConsensus,9.9,1,1.012331155116161,1455.5908365846512,1900.5706545074074,True,False
MTHFCm,ScaledConsensus,9.9,2,1.0137818159003014,1080.0153696293166,1367.0800873732528,True,False
OHPBAT,ScaledConsensus,9.9,1,1.1008671803560146,34.64595578905201,781.0804211722461,True,True
PDX5PO,ScaledConsensus,9.9,2,1.0930502416973444,35.504852563507846,693.2946292664897,True,True
PYRt2m,ScaledConsensus,9.9,0,1.0115108240389041,1493.7283925733304,3249.947172470236,True,False
SUCD2_u6m,ScaledConsensus,9.9,1,1.0154413954181,1300.26086973047,2839.9848245178014,True,False
T4HCINNMFM,ScaledConsensus,9.9,4,1.014065739456535,649.3835004325217,768.5675915124409,True,False
HCO3tn,ScaledConsensus,9.9,3,1.0274830818652736,814.470592908775,3980.8620733640514,True,False
AM6SAD,ScaledConsensus,9.9,4,1.0101284070842191,1260.819001589935,3571.149125105901,True,False
AMCOXO,ScaledConsensus,9.9,4,1.0101284070842191,1260.819001589935,3571.149125105901,True,False
FTHFDHm,ScaledConsensus,9.9,2,1.0153708580216896,1068.3634728293787,1027.710097796319,True,False
GLYtm,ScaledConsensus,9.9,1,1.0103103533960391,1310.3978338821623,1872.1396157825284,True,False
NADDP,ScaledConsensus,9.9,0,1.0469484931987183,124.76284857596083,1272.2009865996768,True,True
PCLAD,ScaledConsensus,9.9,4,1.0101284070842191,1260.819001589935,3571.149125105901,True,False
PDHa1,ScaledConsensus,9.9,1,1.0157558562194369,1301.505678418323,2729.261174474582,True,False
PDHa2,ScaledConsensus,9.9,1,1.0157581205549815,1299.6642431924154,2768.6345352217363,True,False
PPNCL3,ScaledConsensus,9.9,4,1.0149696285737777,582.4515096918964,692.7383403589128,True,False
AKGDH1,ScaledConsensus,9.9,0,1.0156819631722618,1295.7665596560907,2805.2464811921996,True,False
PDHbrm,ScaledConsensus,9.9,1,1.0157581205549815,1299.6642431924154,2768.6345352217363,True,False
AKGDH2,ScaledConsensus,9.9,0,1.0156819631722618,1295.7665596560907,2805.2464811921996,True,False
CERASE224,ScaledConsensus,9.9,1,1.036428529922101,112.21716308660835,1138.1323870331767,True,True
MALSUCCtm,ScaledConsensus,9.9,0,1.015681986010538,1295.7692740373084,2805.2464811921996,True,False
NADPPPS,ScaledConsensus,9.9,3,1.01112326102449,726.2384431286098,1688.1040288266672,True,False
ACONTm,ScaledConsensus,9.9,4,1.0108101932805875,1062.0086672163836,999.8611769137333,True,False
AKGDbm,ScaledConsensus,9.9,0,1.0156819631722618,1295.7665596560907,2805.2464811921996,True,False
ASPTA,ScaledConsensus,9.9,4,1.013346304845572,960.8642726132623,864.4971605823355,True,False
CITtcm,ScaledConsensus,9.9,4,1.0115310278072462,1317.4063921433083,3510.9398517136888,True,False
CO2tm,ScaledConsensus,9.9,0,1.0116187328638815,1518.4786609709495,3087.6388403640667,True,False
CSm,ScaledConsensus,9.9,1,1.0154582248134596,1318.0864471509153,2875.8525371332144,True,False
ENO,ScaledConsensus,9.9,1,1.015228808493301,1374.0611561900525,2995.3115007042793,True,False
FTHFLi,ScaledConsensus,9.9,3,1.013406127007259,1185.257217027367,1266.0990113038802,True,False
FUM,ScaledConsensus,9.9,1,1.015479417198018,1294.7712657522682,2826.9205946277207,True,False
GHMT2r,ScaledConsensus,9.9,1,1.0125265230752134,1418.6108625971808,1876.6192461677654,True,False
GLUDyi,ScaledConsensus,9.9,2,1.0173220097869753,926.9070929000188,1641.134890802071,True,False
HEX1,ScaledConsensus,9.9,3,1.0816321247421663,44.878884582223364,594.5862294253794,True,True
GCALDD,ScaledConsensus,9.9,0,1.0105510024115476,634.7424873235937,2907.0521975615397,True,False
GLYCLTDy,ScaledConsensus,9.9,0,1.0105510024115476,634.7424873235937,2907.0521975615397,True,False
ME1m,ScaledConsensus,9.9,1,1.012086533872749,2918.867493385718,1766.1742573739853,True,False
MTHFD,ScaledConsensus,9.9,1,1.01216334152252,1463.6430690121856,1888.1809389908901,True,False
MTHFDm,ScaledConsensus,9.9,2,1.0137818159003014,1080.0153696293166,1367.0800873732528,True,False
NADK,ScaledConsensus,9.9,3,1.0111123328277192,727.3801823578631,1656.581662675075,True,False
NH4tm,ScaledConsensus,9.9,2,1.0162727919757617,1098.8248735039638,3102.206732760518,True,False
NMNAT,ScaledConsensus,9.9,0,1.0298009582139152,212.76682859456042,1263.142129235984,True,True
PDHcm,ScaledConsensus,9.9,0,1.0156351783881326,1315.8368541474583,2870.541056334535,True,False
PGCD,ScaledConsensus,9.9,2,1.0165091185291966,1022.6578608305258,2021.751490018494,True,False
PGM,ScaledConsensus,9.9,1,1.015228808493301,1374.0611561900525,2995.3115007042793,True,False
PSERT,ScaledConsensus,9.9,2,1.0165091185291966,1022.6578608305258,2021.751490018494,True,False
PSP_L,ScaledConsensus,9.9,2,1.0165091185291966,1022.6578608305258,2021.751490018494,True,False
PYK,ScaledConsensus,9.9,1,1.0152197778398746,1371.8864587454016,2934.521212040616,True,False
SUCFUMtm,ScaledConsensus,9.9,1,1.0154413954181,1300.26086973047,2839.9848245178014,True,False
SUCOASm,ScaledConsensus,9.9,0,1.015681986010538,1295.7692740373084,2805.246481192198,True,False
Ex_glc_D,ScaledConsensus,9.9,4,1.0814028455393454,45.10829171571304,580.2659671376358,True,True
rvHHVAA,ScaledConsensus,9.9,4,1.0169553295573748,442.79404921824425,578.2707403603308,True,False
Ex_vHHV,ScaledConsensus,9.9,4,1.0169553295573748,442.79404921824425,578.2707403603308,True,False
MIP2C324PLC_PP,ScaledConsensus,9.9,2,1.0102636637710207,955.8645041283758,1617.3873439953659,True,False
GLCt1,ScaledConsensus,13.9,4,1.1854117320889836,16.531746414731906,862.3497158040487,True,True
HEX1,ScaledConsensus,13.9,4,1.1854117320889836,16.531746414731906,862.3497158040487,True,True
Ex_glc_D,ScaledConsensus,13.9,4,1.1854117320889836,16.531746414731906,840.1755163486932,True,True
SK_glycogen_c,ScaledConsensus,13.9,2,1.3462523233576074,9.699039143105749,45.958010466490336,True,True
FACOAL260,ScaledConsensus,16.9,3,1.0210192202408626,664.161411689861,1311.7417293709348,True,False
CERASE126,ScaledConsensus,16.9,2,1.0267458102489375,201.8305507592199,1580.7411211821368,True,True
PYDXS,ScaledConsensus,16.9,0,1.0133579374594728,1399.684165061437,1588.957278228381,True,False
FACOAL240,ScaledConsensus,16.9,2,1.0105775431318464,1187.0053192958528,2007.1563908647622,True,False
PYDXK,ScaledConsensus,16.9,2,1.0824462580136505,39.38077099754815,1407.40873101337,True,True
ASPt5n,ScaledConsensus,16.9,1,1.0134135138239553,1629.4397324499523,4514.427167734075,True,False
PDXPHT,ScaledConsensus,16.9,4,1.1028805133627189,28.52772371658559,2242.7324967336694,True,True
E4PDH,ScaledConsensus,16.9,1,1.0376440498165325,117.95969257410667,1732.175022470987,True,True
PDX5PSYN,ScaledConsensus,16.9,1,1.0376440498165325,117.95969257410667,1732.175022470987,True,True
ASPt2n,ScaledConsensus,16.9,1,1.0134135138239553,1629.4397324499523,4514.427167734075,True,False
CO2tn,ScaledConsensus,16.9,1,1.0134839505731714,1624.1129816155064,4514.427167734075,True,False
GLCt1,ScaledConsensus,16.9,4,1.203879060921875,14.69762712482465,925.4691276609637,True,True
H2Otn,ScaledConsensus,16.9,1,1.0134135138239553,1629.4397324499523,4514.427167734075,True,False
HCO3E,ScaledConsensus,16.9,1,1.0139005031591217,1316.1302965733832,746.4309102931182,True,False
HCO3En,ScaledConsensus,16.9,1,1.0134839505731714,1624.1129816155033,746.4309102931182,True,False
OHPBAT,ScaledConsensus,16.9,1,1.0376440498165325,117.95969257410667,1732.175022470987,True,True
PDX5PO,ScaledConsensus,16.9,2,1.0299172912495846,478.1352730928193,1403.099434150722,True,False
HCO3tn,ScaledConsensus,16.9,1,1.0137961278072871,1598.4232244605432,2504.0128205127685,True,False
CERS126,ScaledConsensus,16.9,2,1.022803016093134,287.01426768180283,1163.2739284673676,True,True
HEX1,ScaledConsensus,16.9,1,1.2039483935472428,14.654590023381854,847.3804521900713,True,True
Ex_glc_D,ScaledConsensus,16.9,4,1.203879060921875,14.697627124824656,902.0976780435454,True,True
SK_glycogen_c,ScaledConsensus,16.9,4,1.0400220475750792,145.22388980568277,930.9231645624453,True,True
GLCt1,ScaledConsensus,19.9,3,1.0614163380122188,73.28359306144313,1242.1356516790654,True,True
GUAPRT,ScaledConsensus,19.9,0,1.0331092491764384,230.3570293475691,1382.8249148758682,True,True
HEX1,ScaledConsensus,19.9,3,1.0614142722791011,73.28668612561586,1242.1356516790654,True,True
Ex_glc_D,ScaledConsensus,19.9,3,1.0614163380122188,73.28359306144313,1204.8224584720422,True,True
SK_glycogen_c,ScaledConsensus,19.9,2,1.3369767221347204,9.843626023249026,269.6257778519793,True,True
MI145PP,ScaledConsensus,23.9,0,1.0262214682887216,221.50022609509207,2434.429621497017,True,True
MI14PP,ScaledConsensus,23.9,0,1.0262214682887216,221.50022609509207,2434.429621497017,True,True
MI4PP,ScaledConsensus,23.9,0,1.0262214682887216,221.50022609509207,2434.429621497017,True,True
PI45BPP_PP,ScaledConsensus,23.9,0,1.0262214682887216,221.50022609509207,2434.429621497017,True,True
